,Data As Of,Group,State,Age Group
37511,07/07/2021,By Month,New Hampshire,35-44 years
37512,07/07/2021,By Month,New Hampshire,40-49 years
37513,07/07/2021,By Month,New Hampshire,45-54 years
37514,07/07/2021,By Month,New Hampshire,50-64 years
37515,07/07/2021,By Month,New Hampshire,55-64 years
37516,07/07/2021,By Month,New Hampshire,65-74 years
37517,07/07/2021,By Month,New Hampshire,75-84 years
37518,07/07/2021,By Month,New Hampshire,85 years and over
37519,07/07/2021,By Month,New Hampshire,All Ages
37520,07/07/2021,By Month,New Hampshire,Under 1 year
37521,07/07/2021,By Month,New Hampshire,0-17 years
37522,07/07/2021,By Month,New Hampshire,1-4 years
37523,07/07/2021,By Month,New Hampshire,5-14 years
37524,07/07/2021,By Month,New Hampshire,15-24 years
37525,07/07/2021,By Month,New Hampshire,18-29 years
37526,07/07/2021,By Month,New Hampshire,25-34 years
37527,07/07/2021,By Month,New Hampshire,30-39 years
37528,07/07/2021,By Month,New Hampshire,35-44 years
37529,07/07/2021,By Month,New Hampshire,40-49 years
37530,07/07/2021,By Month,New Hampshire,45-54 years
37531,07/07/2021,By Month,New Hampshire,50-64 years
37532,07/07/2021,By Month,New Hampshire,55-64 years
37533,07/07/2021,By Month,New Hampshire,65-74 years
37534,07/07/2021,By Month,New Hampshire,75-84 years
37535,07/07/2021,By Month,New Hampshire,85 years and over
37536,07/07/2021,By Month,New Hampshire,All Ages
37537,07/07/2021,By Month,New Hampshire,Under 1 year
37538,07/07/2021,By Month,New Hampshire,0-17 years
37539,07/07/2021,By Month,New Hampshire,1-4 years
37540,07/07/2021,By Month,New Hampshire,5-14 years
37541,07/07/2021,By Month,New Hampshire,15-24 years
37542,07/07/2021,By Month,New Hampshire,18-29 years
37543,07/07/2021,By Month,New Hampshire,25-34 years
37544,07/07/2021,By Month,New Hampshire,30-39 years
37545,07/07/2021,By Month,New Hampshire,35-44 years
37546,07/07/2021,By Month,New Hampshire,40-49 years
37547,07/07/2021,By Month,New Hampshire,45-54 years
37548,07/07/2021,By Month,New Hampshire,50-64 years
37549,07/07/2021,By Month,New Hampshire,55-64 years
37550,07/07/2021,By Month,New Hampshire,65-74 years
37551,07/07/2021,By Month,New Hampshire,75-84 years
37552,07/07/2021,By Month,New Hampshire,85 years and over
37553,07/07/2021,By Month,New Hampshire,All Ages
37554,07/07/2021,By Month,New Hampshire,Under 1 year
37555,07/07/2021,By Month,New Hampshire,0-17 years
37556,07/07/2021,By Month,New Hampshire,1-4 years
37557,07/07/2021,By Month,New Hampshire,5-14 years
37558,07/07/2021,By Month,New Hampshire,15-24 years
37559,07/07/2021,By Month,New Hampshire,18-29 years
37560,07/07/2021,By Month,New Hampshire,25-34 years
37561,07/07/2021,By Month,New Hampshire,30-39 years
37562,07/07/2021,By Month,New Hampshire,35-44 years
37563,07/07/2021,By Month,New Hampshire,40-49 years
37564,07/07/2021,By Month,New Hampshire,45-54 years
37565,07/07/2021,By Month,New Hampshire,50-64 years
37566,07/07/2021,By Month,New Hampshire,55-64 years
37567,07/07/2021,By Month,New Hampshire,65-74 years
37568,07/07/2021,By Month,New Hampshire,75-84 years
37569,07/07/2021,By Month,New Hampshire,85 years and over
37570,07/07/2021,By Month,New Hampshire,All Ages
37571,07/07/2021,By Month,New Hampshire,Under 1 year
37572,07/07/2021,By Month,New Hampshire,0-17 years
37573,07/07/2021,By Month,New Hampshire,1-4 years
37574,07/07/2021,By Month,New Hampshire,5-14 years
37575,07/07/2021,By Month,New Hampshire,15-24 years
37576,07/07/2021,By Month,New Hampshire,18-29 years
37577,07/07/2021,By Month,New Hampshire,25-34 years
37578,07/07/2021,By Month,New Hampshire,30-39 years
37579,07/07/2021,By Month,New Hampshire,35-44 years
37580,07/07/2021,By Month,New Hampshire,40-49 years
37581,07/07/2021,By Month,New Hampshire,45-54 years
37582,07/07/2021,By Month,New Hampshire,50-64 years
37583,07/07/2021,By Month,New Hampshire,55-64 years
37584,07/07/2021,By Month,New Hampshire,65-74 years
37585,07/07/2021,By Month,New Hampshire,75-84 years
37586,07/07/2021,By Month,New Hampshire,85 years and over
37587,07/07/2021,By Month,New Hampshire,All Ages
37588,07/07/2021,By Month,New Hampshire,Under 1 year
37589,07/07/2021,By Month,New Hampshire,0-17 years
37590,07/07/2021,By Month,New Hampshire,1-4 years
37591,07/07/2021,By Month,New Hampshire,5-14 years
37592,07/07/2021,By Month,New Hampshire,15-24 years
37593,07/07/2021,By Month,New Hampshire,18-29 years
37594,07/07/2021,By Month,New Hampshire,25-34 years
37595,07/07/2021,By Month,New Hampshire,30-39 years
37596,07/07/2021,By Month,New Hampshire,35-44 years
37597,07/07/2021,By Month,New Hampshire,40-49 years
37598,07/07/2021,By Month,New Hampshire,45-54 years
37599,07/07/2021,By Month,New Hampshire,50-64 years
37600,07/07/2021,By Month,New Hampshire,55-64 years
37601,07/07/2021,By Month,New Hampshire,65-74 years
37602,07/07/2021,By Month,New Hampshire,75-84 years
37603,07/07/2021,By Month,New Hampshire,85 years and over
37604,07/07/2021,By Month,New Hampshire,All Ages
37605,07/07/2021,By Month,New Hampshire,Under 1 year
37606,07/07/2021,By Month,New Hampshire,0-17 years
37607,07/07/2021,By Month,New Hampshire,1-4 years
37608,07/07/2021,By Month,New Hampshire,5-14 years
37609,07/07/2021,By Month,New Hampshire,15-24 years
37610,07/07/2021,By Month,New Hampshire,18-29 years
37611,07/07/2021,By Month,New Hampshire,25-34 years
37612,07/07/2021,By Month,New Hampshire,30-39 years
37613,07/07/2021,By Month,New Hampshire,35-44 years
37614,07/07/2021,By Month,New Hampshire,40-49 years
37615,07/07/2021,By Month,New Hampshire,45-54 years
37616,07/07/2021,By Month,New Hampshire,50-64 years
37617,07/07/2021,By Month,New Hampshire,55-64 years
37618,07/07/2021,By Month,New Hampshire,65-74 years
37619,07/07/2021,By Month,New Hampshire,75-84 years
37620,07/07/2021,By Month,New Hampshire,85 years and over
37621,07/07/2021,By Month,New Hampshire,All Ages
37622,07/07/2021,By Month,New Hampshire,Under 1 year
37623,07/07/2021,By Month,New Hampshire,0-17 years
37624,07/07/2021,By Month,New Hampshire,1-4 years
37625,07/07/2021,By Month,New Hampshire,5-14 years
37626,07/07/2021,By Month,New Hampshire,15-24 years
37627,07/07/2021,By Month,New Hampshire,18-29 years
37628,07/07/2021,By Month,New Hampshire,25-34 years
37629,07/07/2021,By Month,New Hampshire,30-39 years
37630,07/07/2021,By Month,New Hampshire,35-44 years
37631,07/07/2021,By Month,New Hampshire,40-49 years
37632,07/07/2021,By Month,New Hampshire,45-54 years
37633,07/07/2021,By Month,New Hampshire,50-64 years
37634,07/07/2021,By Month,New Hampshire,55-64 years
37635,07/07/2021,By Month,New Hampshire,65-74 years
37636,07/07/2021,By Month,New Hampshire,75-84 years
37637,07/07/2021,By Month,New Hampshire,85 years and over
37638,07/07/2021,By Month,New Hampshire,All Ages
37639,07/07/2021,By Month,New Hampshire,Under 1 year
37640,07/07/2021,By Month,New Hampshire,0-17 years
37641,07/07/2021,By Month,New Hampshire,1-4 years
37642,07/07/2021,By Month,New Hampshire,5-14 years
37643,07/07/2021,By Month,New Hampshire,15-24 years
37644,07/07/2021,By Month,New Hampshire,18-29 years
37645,07/07/2021,By Month,New Hampshire,25-34 years
37646,07/07/2021,By Month,New Hampshire,30-39 years
37647,07/07/2021,By Month,New Hampshire,35-44 years
37648,07/07/2021,By Month,New Hampshire,40-49 years
37649,07/07/2021,By Month,New Hampshire,45-54 years
37650,07/07/2021,By Month,New Hampshire,50-64 years
37651,07/07/2021,By Month,New Hampshire,55-64 years
37652,07/07/2021,By Month,New Hampshire,65-74 years
37653,07/07/2021,By Month,New Hampshire,75-84 years
37654,07/07/2021,By Month,New Hampshire,85 years and over
37655,07/07/2021,By Month,New Hampshire,All Ages
37656,07/07/2021,By Month,New Hampshire,Under 1 year
37657,07/07/2021,By Month,New Hampshire,0-17 years
37658,07/07/2021,By Month,New Hampshire,1-4 years
37659,07/07/2021,By Month,New Hampshire,5-14 years
37660,07/07/2021,By Month,New Hampshire,15-24 years
37661,07/07/2021,By Month,New Hampshire,18-29 years
37662,07/07/2021,By Month,New Hampshire,25-34 years
37663,07/07/2021,By Month,New Hampshire,30-39 years
37664,07/07/2021,By Month,New Hampshire,35-44 years
37665,07/07/2021,By Month,New Hampshire,40-49 years
37666,07/07/2021,By Month,New Hampshire,45-54 years
37667,07/07/2021,By Month,New Hampshire,50-64 years
37668,07/07/2021,By Month,New Hampshire,55-64 years
37669,07/07/2021,By Month,New Hampshire,65-74 years
37670,07/07/2021,By Month,New Hampshire,75-84 years
37671,07/07/2021,By Month,New Hampshire,85 years and over
37672,07/07/2021,By Month,New Hampshire,All Ages
37673,07/07/2021,By Month,New Hampshire,Under 1 year
37674,07/07/2021,By Month,New Hampshire,0-17 years
37675,07/07/2021,By Month,New Hampshire,1-4 years
37676,07/07/2021,By Month,New Hampshire,5-14 years
37677,07/07/2021,By Month,New Hampshire,15-24 years
37678,07/07/2021,By Month,New Hampshire,18-29 years
37679,07/07/2021,By Month,New Hampshire,25-34 years
37680,07/07/2021,By Month,New Hampshire,30-39 years
37681,07/07/2021,By Month,New Hampshire,35-44 years
37682,07/07/2021,By Month,New Hampshire,40-49 years
37683,07/07/2021,By Month,New Hampshire,45-54 years
37684,07/07/2021,By Month,New Hampshire,50-64 years
37685,07/07/2021,By Month,New Hampshire,55-64 years
37686,07/07/2021,By Month,New Hampshire,65-74 years
37687,07/07/2021,By Month,New Hampshire,75-84 years
37688,07/07/2021,By Month,New Hampshire,85 years and over
37689,07/07/2021,By Month,New Hampshire,All Ages
37690,07/07/2021,By Month,New Hampshire,Under 1 year
37691,07/07/2021,By Month,New Hampshire,0-17 years
37692,07/07/2021,By Month,New Hampshire,1-4 years
37693,07/07/2021,By Month,New Hampshire,5-14 years
37694,07/07/2021,By Month,New Hampshire,15-24 years
37695,07/07/2021,By Month,New Hampshire,18-29 years
37696,07/07/2021,By Month,New Hampshire,25-34 years
37697,07/07/2021,By Month,New Hampshire,30-39 years
37698,07/07/2021,By Month,New Hampshire,35-44 years
37699,07/07/2021,By Month,New Hampshire,40-49 years
37700,07/07/2021,By Month,New Hampshire,45-54 years
37701,07/07/2021,By Month,New Hampshire,50-64 years
37702,07/07/2021,By Month,New Hampshire,55-64 years
37703,07/07/2021,By Month,New Hampshire,65-74 years
37704,07/07/2021,By Month,New Hampshire,75-84 years
37705,07/07/2021,By Month,New Hampshire,85 years and over
37706,07/07/2021,By Month,New Hampshire,All Ages
37707,07/07/2021,By Month,New Hampshire,Under 1 year
37708,07/07/2021,By Month,New Hampshire,0-17 years
37709,07/07/2021,By Month,New Hampshire,1-4 years
37710,07/07/2021,By Month,New Hampshire,5-14 years
37711,07/07/2021,By Month,New Hampshire,15-24 years
37712,07/07/2021,By Month,New Hampshire,18-29 years
37713,07/07/2021,By Month,New Hampshire,25-34 years
37714,07/07/2021,By Month,New Hampshire,30-39 years
37715,07/07/2021,By Month,New Hampshire,35-44 years
37716,07/07/2021,By Month,New Hampshire,40-49 years
37717,07/07/2021,By Month,New Hampshire,45-54 years
37718,07/07/2021,By Month,New Hampshire,50-64 years
37719,07/07/2021,By Month,New Hampshire,55-64 years
37720,07/07/2021,By Month,New Hampshire,65-74 years
37721,07/07/2021,By Month,New Hampshire,75-84 years
37722,07/07/2021,By Month,New Hampshire,85 years and over
37723,07/07/2021,By Month,New Hampshire,All Ages
37724,07/07/2021,By Month,New Hampshire,Under 1 year
37725,07/07/2021,By Month,New Hampshire,0-17 years
37726,07/07/2021,By Month,New Hampshire,1-4 years
37727,07/07/2021,By Month,New Hampshire,5-14 years
37728,07/07/2021,By Month,New Hampshire,15-24 years
37729,07/07/2021,By Month,New Hampshire,18-29 years
37730,07/07/2021,By Month,New Hampshire,25-34 years
37731,07/07/2021,By Month,New Hampshire,30-39 years
37732,07/07/2021,By Month,New Hampshire,35-44 years
37733,07/07/2021,By Month,New Hampshire,40-49 years
37734,07/07/2021,By Month,New Hampshire,45-54 years
37735,07/07/2021,By Month,New Hampshire,50-64 years
37736,07/07/2021,By Month,New Hampshire,55-64 years
37737,07/07/2021,By Month,New Hampshire,65-74 years
37738,07/07/2021,By Month,New Hampshire,75-84 years
37739,07/07/2021,By Month,New Hampshire,85 years and over
37740,07/07/2021,By Month,New Hampshire,All Ages
37741,07/07/2021,By Month,New Hampshire,Under 1 year
37742,07/07/2021,By Month,New Hampshire,0-17 years
37743,07/07/2021,By Month,New Hampshire,1-4 years
37744,07/07/2021,By Month,New Hampshire,5-14 years
37745,07/07/2021,By Month,New Hampshire,15-24 years
37746,07/07/2021,By Month,New Hampshire,18-29 years
37747,07/07/2021,By Month,New Hampshire,25-34 years
37748,07/07/2021,By Month,New Hampshire,30-39 years
37749,07/07/2021,By Month,New Hampshire,35-44 years
37750,07/07/2021,By Month,New Hampshire,40-49 years
37751,07/07/2021,By Month,New Hampshire,45-54 years
37752,07/07/2021,By Month,New Hampshire,50-64 years
37753,07/07/2021,By Month,New Hampshire,55-64 years
37754,07/07/2021,By Month,New Hampshire,65-74 years
37755,07/07/2021,By Month,New Hampshire,75-84 years
37756,07/07/2021,By Month,New Hampshire,85 years and over
37757,07/07/2021,By Month,New Hampshire,All Ages
37758,07/07/2021,By Month,New Hampshire,Under 1 year
37759,07/07/2021,By Month,New Hampshire,0-17 years
37760,07/07/2021,By Month,New Hampshire,1-4 years
37761,07/07/2021,By Month,New Hampshire,5-14 years
37762,07/07/2021,By Month,New Hampshire,15-24 years
37763,07/07/2021,By Month,New Hampshire,18-29 years
37764,07/07/2021,By Month,New Hampshire,25-34 years
37765,07/07/2021,By Month,New Hampshire,30-39 years
37766,07/07/2021,By Month,New Hampshire,35-44 years
37767,07/07/2021,By Month,New Hampshire,40-49 years
37768,07/07/2021,By Month,New Hampshire,45-54 years
37769,07/07/2021,By Month,New Hampshire,50-64 years
37770,07/07/2021,By Month,New Hampshire,55-64 years
37771,07/07/2021,By Month,New Hampshire,65-74 years
37772,07/07/2021,By Month,New Hampshire,75-84 years
37773,07/07/2021,By Month,New Hampshire,85 years and over
37774,07/07/2021,By Month,New Hampshire,All Ages
37775,07/07/2021,By Month,New Hampshire,Under 1 year
37776,07/07/2021,By Month,New Hampshire,0-17 years
37777,07/07/2021,By Month,New Hampshire,1-4 years
37778,07/07/2021,By Month,New Hampshire,5-14 years
37779,07/07/2021,By Month,New Hampshire,15-24 years
37780,07/07/2021,By Month,New Hampshire,18-29 years
37781,07/07/2021,By Month,New Hampshire,25-34 years
37782,07/07/2021,By Month,New Hampshire,30-39 years
37783,07/07/2021,By Month,New Hampshire,35-44 years
37784,07/07/2021,By Month,New Hampshire,40-49 years
37785,07/07/2021,By Month,New Hampshire,45-54 years
37786,07/07/2021,By Month,New Hampshire,50-64 years
37787,07/07/2021,By Month,New Hampshire,55-64 years
37788,07/07/2021,By Month,New Hampshire,65-74 years
37789,07/07/2021,By Month,New Hampshire,75-84 years
37790,07/07/2021,By Month,New Hampshire,85 years and over
37791,07/07/2021,By Month,New Hampshire,All Ages
37792,07/07/2021,By Month,New Hampshire,Under 1 year
37793,07/07/2021,By Month,New Hampshire,0-17 years
37794,07/07/2021,By Month,New Hampshire,1-4 years
37795,07/07/2021,By Month,New Hampshire,5-14 years
37796,07/07/2021,By Month,New Hampshire,15-24 years
37797,07/07/2021,By Month,New Hampshire,18-29 years
37798,07/07/2021,By Month,New Hampshire,25-34 years
37799,07/07/2021,By Month,New Hampshire,30-39 years
37800,07/07/2021,By Month,New Hampshire,35-44 years
37801,07/07/2021,By Month,New Hampshire,40-49 years
37802,07/07/2021,By Month,New Hampshire,45-54 years
37803,07/07/2021,By Month,New Hampshire,50-64 years
37804,07/07/2021,By Month,New Hampshire,55-64 years
37805,07/07/2021,By Month,New Hampshire,65-74 years
37806,07/07/2021,By Month,New Hampshire,75-84 years
37807,07/07/2021,By Month,New Hampshire,85 years and over
37808,07/07/2021,By Month,New Hampshire,All Ages
37809,07/07/2021,By Month,New Hampshire,Under 1 year
37810,07/07/2021,By Month,New Hampshire,0-17 years
37811,07/07/2021,By Month,New Hampshire,1-4 years
37812,07/07/2021,By Month,New Hampshire,5-14 years
37813,07/07/2021,By Month,New Hampshire,15-24 years
37814,07/07/2021,By Month,New Hampshire,18-29 years
37815,07/07/2021,By Month,New Hampshire,25-34 years
37816,07/07/2021,By Month,New Hampshire,30-39 years
37817,07/07/2021,By Month,New Hampshire,35-44 years
37818,07/07/2021,By Month,New Hampshire,40-49 years
37819,07/07/2021,By Month,New Hampshire,45-54 years
37820,07/07/2021,By Month,New Hampshire,50-64 years
37821,07/07/2021,By Month,New Hampshire,55-64 years
37822,07/07/2021,By Month,New Hampshire,65-74 years
37823,07/07/2021,By Month,New Hampshire,75-84 years
37824,07/07/2021,By Month,New Hampshire,85 years and over
37825,07/07/2021,By Month,New Hampshire,All Ages
37826,07/07/2021,By Month,New Hampshire,Under 1 year
37827,07/07/2021,By Month,New Hampshire,0-17 years
37828,07/07/2021,By Month,New Hampshire,1-4 years
37829,07/07/2021,By Month,New Hampshire,5-14 years
37830,07/07/2021,By Month,New Hampshire,15-24 years
37831,07/07/2021,By Month,New Hampshire,18-29 years
37832,07/07/2021,By Month,New Hampshire,25-34 years
37833,07/07/2021,By Month,New Hampshire,30-39 years
37834,07/07/2021,By Month,New Hampshire,35-44 years
37835,07/07/2021,By Month,New Hampshire,40-49 years
37836,07/07/2021,By Month,New Hampshire,45-54 years
37837,07/07/2021,By Month,New Hampshire,50-64 years
37838,07/07/2021,By Month,New Hampshire,55-64 years
37839,07/07/2021,By Month,New Hampshire,65-74 years
37840,07/07/2021,By Month,New Hampshire,75-84 years
37841,07/07/2021,By Month,New Hampshire,85 years and over
37842,07/07/2021,By Month,New Hampshire,All Ages
37843,07/07/2021,By Month,New Hampshire,Under 1 year
37844,07/07/2021,By Month,New Hampshire,0-17 years
37845,07/07/2021,By Month,New Hampshire,1-4 years
37846,07/07/2021,By Month,New Hampshire,5-14 years
37847,07/07/2021,By Month,New Hampshire,15-24 years
37848,07/07/2021,By Month,New Hampshire,18-29 years
37849,07/07/2021,By Month,New Hampshire,25-34 years
37850,07/07/2021,By Month,New Hampshire,30-39 years
37851,07/07/2021,By Month,New Hampshire,35-44 years
37852,07/07/2021,By Month,New Hampshire,40-49 years
37853,07/07/2021,By Month,New Hampshire,45-54 years
37854,07/07/2021,By Month,New Hampshire,50-64 years
37855,07/07/2021,By Month,New Hampshire,55-64 years
37856,07/07/2021,By Month,New Hampshire,65-74 years
37857,07/07/2021,By Month,New Hampshire,75-84 years
37858,07/07/2021,By Month,New Hampshire,85 years and over
37859,07/07/2021,By Month,New Hampshire,All Ages
37860,07/07/2021,By Month,New Hampshire,Under 1 year
37861,07/07/2021,By Month,New Hampshire,0-17 years
37862,07/07/2021,By Month,New Hampshire,1-4 years
37863,07/07/2021,By Month,New Hampshire,5-14 years
37864,07/07/2021,By Month,New Hampshire,15-24 years
37865,07/07/2021,By Month,New Hampshire,18-29 years
37866,07/07/2021,By Month,New Hampshire,25-34 years
37867,07/07/2021,By Month,New Hampshire,30-39 years
37868,07/07/2021,By Month,New Hampshire,35-44 years
37869,07/07/2021,By Month,New Hampshire,40-49 years
37870,07/07/2021,By Month,New Hampshire,45-54 years
37871,07/07/2021,By Month,New Hampshire,50-64 years
37872,07/07/2021,By Month,New Hampshire,55-64 years
37873,07/07/2021,By Month,New Hampshire,65-74 years
37874,07/07/2021,By Month,New Hampshire,75-84 years
37875,07/07/2021,By Month,New Hampshire,85 years and over
37876,07/07/2021,By Month,New Hampshire,All Ages
37877,07/07/2021,By Month,New Hampshire,Under 1 year
37878,07/07/2021,By Month,New Hampshire,0-17 years
37879,07/07/2021,By Month,New Hampshire,1-4 years
37880,07/07/2021,By Month,New Hampshire,5-14 years
